City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lycksele,64.5954,18.6735,2.93,65,34,3.6,SE,1685140773
366,progreso,21.2833,-89.6667,32.06,63,0,5.4,MX,1685140773
367,tralee,52.2704,-9.7026,12.83,94,56,0.78,IE,1685140774
368,lautoka,-17.6167,177.4667,25.92,57,20,1.03,FJ,1685140774
369,churachandpur,24.3333,93.6667,16.55,98,9,0.62,IN,1685140774
370,molde,62.7375,7.1591,10.39,81,100,4.63,NO,1685140774
371,goondiwindi,-28.55,150.3167,11.25,60,0,3.9,AU,1685140774
372,mary,37.0,62.5,21.17,15,76,3.49,TM,1685140774
373,acapulco de juarez,16.8634,-99.8901,31.9,62,40,2.57,MX,1685140693
374,paysandu,-32.3214,-58.0756,17.56,88,50,5.19,UY,1685140694
375,basse-terre,16.1667,-61.6667,26.58,78,40,4.12,GP,1685140748
376,cadale,2.7603,46.3222,27.2,77,17,7.29,SO,1685140775
377,urangan,-25.3,152.9,15.13,61,0,4.48,AU,1685140775
378,center,31.5107,-96.4247,31.22,39,0,2.06,US,1685140775
379,buka,40.8108,69.1986,18.79,29,0,1.31,UZ,1685140775
380,nizhniy kuranakh,58.8353,125.4869,7.35,52,98,3.57,RU,1685140775
381,yanam,16.7333,82.2167,26.76,70,5,1.78,IN,1685140775
382,whitehorse,60.7161,-135.0538,13.34,31,75,10.8,CA,1685140775
383,happy valley-goose bay,53.3168,-60.3315,12.17,47,75,4.12,CA,1685140776
384,tulun,54.5611,100.5792,4.6,76,97,1.19,RU,1685140776
385,emiliano zapata,18.8333,-99.1833,27.59,57,75,2.57,MX,1685140776
386,utrik,11.2278,169.8474,26.48,77,100,7.78,MH,1685140776
387,ballina,-28.8667,153.5667,15.99,68,93,6.54,AU,1685140776
388,haiku-pauwela,20.9219,-156.3051,27.01,62,40,10.29,US,1685140776
389,safotu,-13.4513,-172.4018,27.36,84,75,2.99,WS,1685140776
390,emerald,-23.5333,148.1667,13.52,50,0,8.19,AU,1685140777
391,perros-guirec,48.8145,-3.4396,13.05,86,0,7.32,FR,1685140777
392,likiep,9.8251,169.3107,26.44,77,100,8.74,MH,1685140777
393,phan rang-thap cham,11.5667,108.9833,25.82,82,94,1.19,VN,1685140777
394,hutchinson,38.0608,-97.9298,28.18,34,20,6.69,US,1685140715
395,sterling,39.0062,-77.4286,23.17,38,75,3.6,US,1685140652
396,uspenskoye,44.8311,41.3927,13.91,94,38,1.64,RU,1685140777
397,juneau,58.3019,-134.4197,11.23,91,100,5.66,US,1685140776
398,island harbour,50.724,-1.2758,12.18,74,10,2.68,GB,1685140777
399,omaruru,-21.4333,15.9333,15.28,32,2,1.03,NA,1685140778
400,trogir,43.5125,16.2517,23.03,40,0,5.66,HR,1685140778
401,mglin,53.0591,32.8475,12.49,92,59,1.67,RU,1685140778
402,usinsk,65.9939,57.5281,10.52,79,73,7.84,RU,1685140778
403,hadibu,12.65,54.0333,29.37,74,31,3.16,YE,1685140778
404,alindao,5.0267,21.2088,22.46,90,100,1.74,CF,1685140778
405,havre,49.5833,0.3333,12.22,87,0,5.14,FR,1685140778
406,kununurra,-15.7667,128.7333,18.99,48,10,2.57,AU,1685140578
407,fort st. john,56.2499,-120.8529,24.94,25,40,2.57,CA,1685140779
408,turkmenbasy,40.0222,52.9552,20.43,83,0,5.14,TM,1685140779
409,shetpe,44.1667,52.1167,23.79,38,100,6.28,KZ,1685140779
410,kokkola,63.8385,23.1307,8.09,72,75,2.06,FI,1685140779
411,broome,42.2506,-75.833,20.21,32,0,3.09,US,1685140779
412,mancio lima,-7.6142,-72.8958,27.04,78,75,0.0,BR,1685140779
413,kinel'-cherkassy,53.4706,51.4743,19.67,46,100,3.19,RU,1685140779
414,ceres,37.5949,-120.9577,27.21,40,0,1.54,US,1685140779
415,le vauclin,14.5452,-60.8388,28.03,78,0,4.63,MQ,1685140779
416,laredo,27.5064,-99.5075,33.16,38,100,5.14,US,1685140698
417,milford haven,51.7128,-5.0341,11.81,86,30,3.55,GB,1685140780
418,zheshart,62.0731,49.5733,11.26,96,76,1.9,RU,1685140780
419,ilha de mocambique,-15.0342,40.7358,24.42,62,0,2.44,MZ,1685140780
420,revda,56.801,59.9303,14.97,61,41,1.21,RU,1685140780
421,dryden,49.7833,-92.7503,29.16,34,20,4.63,CA,1685140780
422,atotonilco el grande,20.2833,-98.6667,21.57,54,13,5.47,MX,1685140780
423,darwin,-12.4611,130.8418,22.72,64,20,4.63,AU,1685140780
424,brandon,27.9378,-82.2859,27.86,73,40,6.69,US,1685140755
425,yanykurgan,43.915,67.2481,21.56,24,0,2.86,KZ,1685140781
426,tromso,69.6496,18.957,1.01,80,75,5.14,NO,1685140781
427,iskateley,67.6803,53.1512,7.92,64,21,6.9,RU,1685140781
428,tateyama,34.9833,139.8667,18.96,63,100,2.64,JP,1685140781
429,nyurba,63.2842,118.3319,7.33,54,27,3.08,RU,1685140781
430,bilibino,68.0546,166.4372,10.89,25,100,3.3,RU,1685140781
431,zouerate,22.7187,-12.4521,21.08,70,100,3.16,MR,1685140781
432,gumla,23.05,84.55,22.57,63,1,0.94,IN,1685140782
433,cooper's town,26.8667,-77.5167,27.11,63,6,1.06,BS,1685140782
434,novomichurinsk,54.0384,39.7479,13.8,88,57,2.35,RU,1685140782
435,puerto san jose,13.9256,-90.8244,30.17,62,100,3.65,GT,1685140782
436,guiren,33.6697,118.1889,22.32,89,98,4.27,CN,1685140782
437,torquay,50.4638,-3.5143,13.29,85,10,0.45,GB,1685140760
438,olyokminsk,60.3736,120.4264,9.13,39,12,2.28,RU,1685140782
439,waingapu,-9.6567,120.2641,23.38,77,99,3.92,ID,1685140782
440,itambe,-15.245,-40.6244,19.29,81,63,1.92,BR,1685140783
441,viqueque,-8.8673,126.3658,23.53,76,65,0.84,TL,1685140783
442,tofol,5.3248,163.0078,27.01,82,91,7.57,FM,1685140783
443,khorugh,37.4897,71.553,7.28,67,0,0.54,TJ,1685140783
444,ngunut,-8.1058,112.0159,23.27,87,85,2.44,ID,1685140783
445,mahalapye,-23.1041,26.8142,18.49,33,88,1.74,BW,1685140783
446,richards bay,-28.783,32.0377,17.16,65,100,2.16,ZA,1685140783
447,vadso,70.0744,29.7487,3.49,70,0,6.69,NO,1685140783
448,taltal,-25.4,-70.4833,19.21,66,100,1.69,CL,1685140784
449,al mawsil al jadidah,36.3346,43.0978,26.09,43,31,2.96,IQ,1685140784
450,kavieng,-2.5744,150.7967,28.29,73,67,2.11,PG,1685140784
451,battambang,13.1027,103.1982,25.82,82,82,1.19,KH,1685140784
452,sao jose da coroa grande,-8.8978,-35.1478,24.99,87,3,3.62,BR,1685140784
453,alamogordo,32.8995,-105.9603,33.64,17,0,9.77,US,1685140605
454,el galpon,-25.3807,-64.6526,21.88,77,100,1.6,AR,1685140784
455,queenstown,-31.8976,26.8753,4.87,52,84,1.52,ZA,1685140784
456,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,1685140785
457,palatka,29.6486,-81.6376,22.47,76,69,0.89,US,1685140742
458,harstad,68.799,16.5293,1.66,99,99,7.15,NO,1685140785
459,tanhacu,-14.0214,-41.2481,21.72,77,92,1.96,BR,1685140785
460,fuding,27.3273,120.214,23.5,97,100,1.12,CN,1685140785
461,coahuayana de hidalgo,18.7,-103.6583,31.35,53,30,3.3,MX,1685140785
462,maceio,-9.6658,-35.7353,24.69,94,75,4.63,BR,1685140785
463,ambatofinandrahana,-20.55,46.8,12.33,85,76,1.84,MG,1685140785
464,antsiranana,-12.2787,49.2917,24.04,80,6,6.75,MG,1685140786
465,sandnessjoen,66.0217,12.6316,3.14,87,100,2.68,NO,1685140786
466,ha'il,27.5219,41.6907,27.01,29,0,2.06,SA,1685140742
467,miyaly,48.8844,53.7836,21.8,29,84,4.14,KZ,1685140786
468,tamanrasset,22.785,5.5228,24.95,6,0,4.12,DZ,1685140786
469,karratha,-20.7377,116.8463,18.46,37,20,7.4,AU,1685140786
470,jutai,-5.1833,-68.9,24.96,91,98,0.86,BR,1685140791
471,broken hill,-31.95,141.4333,10.58,68,74,3.15,AU,1685140791
472,saint-pierre,-21.3393,55.4781,20.87,88,75,3.09,RE,1685140792
473,gaalkacyo,6.7697,47.4308,26.8,62,100,7.08,SO,1685140792
474,rantauprapat,2.1,99.8333,23.21,94,100,0.72,ID,1685140792
475,alice springs,-23.7,133.8833,0.75,80,0,4.18,AU,1685140792
476,devils lake,48.1128,-98.8651,28.99,40,20,10.29,US,1685140792
477,ivanteyevka,55.9711,37.9208,17.3,83,61,1.34,RU,1685140792
478,vorkuta,67.5,64.0,15.33,82,98,5.51,RU,1685140792
479,sao joao da barra,-21.6403,-41.0511,20.05,78,3,4.04,BR,1685140792
480,pitkyaranta,61.5734,31.4792,6.27,89,75,3.09,RU,1685140793
481,pinheiro,-2.5214,-45.0825,23.77,97,34,1.21,BR,1685140793
482,pointe aux piments,-20.0628,57.5131,23.74,78,100,6.47,MU,1685140793
483,alzamay,55.5562,98.6644,5.5,92,100,0.55,RU,1685140793
484,caspe,41.234,-0.0395,17.06,78,77,3.35,ES,1685140793
485,holualoa,19.6228,-155.9522,25.91,76,20,4.12,US,1685140793
486,walvis bay,-22.9575,14.5053,12.83,87,51,3.09,NA,1685140793
487,palmer,42.1584,-72.3287,22.34,21,20,4.63,US,1685140793
488,suva,-18.1416,178.4415,25.53,61,1,1.81,FJ,1685140793
489,barcelos,41.5388,-8.6151,17.73,92,49,1.63,PT,1685140794
490,huazhou,21.6333,110.5833,26.15,89,52,4.24,CN,1685140794
491,villa gesell,-37.2639,-56.973,13.37,68,0,4.61,AR,1685140794
492,la ronge,55.1001,-105.2842,16.14,67,100,2.06,CA,1685140794
493,twon-brass,4.3151,6.2418,27.89,81,89,6.14,NG,1685140794
494,gizo,-8.103,156.8419,28.48,74,82,1.97,SB,1685140794
495,wigan,53.5333,-2.6167,15.31,73,65,1.08,GB,1685140794
496,chui,-33.6971,-53.4616,18.04,97,100,2.28,UY,1685140794
497,annandale,38.8304,-77.1964,22.9,39,0,6.17,US,1685140795
498,cold lake,54.4502,-110.2017,21.97,33,20,2.57,CA,1685140795
499,sauk rapids,45.5919,-94.1661,27.18,21,0,5.14,US,1685140605
500,erechim,-27.6342,-52.2739,17.31,75,66,2.02,BR,1685140795
501,riviere-du-loup,47.8304,-69.5342,16.15,44,79,3.6,CA,1685140795
502,goundi,9.3627,17.366,27.01,63,84,1.16,TD,1685140795
503,mutoko,-17.397,32.2268,13.32,70,0,1.26,ZW,1685140795
504,hayvoron,48.3396,29.8679,14.52,80,27,3.17,UA,1685140795
505,pilsting,48.7,12.65,16.32,61,96,2.48,DE,1685140795
506,mount gambier,-37.8333,140.7667,12.31,68,100,4.26,AU,1685140796
507,mikun',62.3547,50.0771,11.18,96,52,2.03,RU,1685140796
508,shakawe,-18.3667,21.85,16.93,35,1,2.52,BW,1685140796
509,mukalla,14.5425,49.1242,28.76,76,19,2.56,YE,1685140796
510,kenai,60.5544,-151.2583,9.52,81,100,4.63,US,1685140796
511,sinop,41.7711,34.8709,13.09,91,98,2.18,TR,1685140796
512,aquiraz,-3.9014,-38.3911,28.05,85,94,4.25,BR,1685140796
513,batumi,41.6416,41.6359,16.99,94,100,1.03,GE,1685140796
514,mar del plata,-38.0023,-57.5575,14.49,65,0,7.2,AR,1685140797
515,tual,-5.6667,132.75,27.37,71,14,7.12,ID,1685140797
516,new norfolk,-42.7826,147.0587,12.62,67,100,1.79,AU,1685140797
517,akureyri,65.6835,-18.0878,8.96,66,75,4.63,IS,1685140797
518,amga,60.8953,131.9608,10.14,55,3,2.56,RU,1685140797
519,kuanda,56.3161,116.0806,7.49,55,100,2.75,RU,1685140797
520,xichang,27.8964,102.2634,18.6,69,34,1.66,CN,1685140756
521,pacific grove,36.6177,-121.9166,18.01,76,20,5.14,US,1685140797
522,lakatoro,-16.0999,167.4164,26.15,52,42,3.06,VU,1685140798
523,cabo san lucas,22.8909,-109.9124,33.61,54,75,7.72,MX,1685140798
524,kotlas,61.2611,46.6556,12.12,92,47,1.89,RU,1685140798
525,machico,32.7,-16.7667,19.35,82,40,1.54,PT,1685140798
526,hornostayivka,47.0078,33.729,18.64,78,86,1.58,UA,1685140798
527,novi pazar,43.1367,20.5122,12.27,93,95,1.32,RS,1685140798
528,mil'kovo,55.6078,37.7956,17.22,80,33,2.13,RU,1685140798
529,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,70,20,1.03,BR,1685140799
530,el jadid,33.2549,-8.506,19.47,76,51,1.48,MA,1685140799
531,tocopilla,-22.092,-70.1979,19.96,74,100,4.01,CL,1685140799
532,hwangju-up,38.6703,125.7761,18.56,63,100,2.11,KP,1685140799
533,izyum,49.2088,37.2485,15.75,92,100,0.44,UA,1685140799
534,katsuura,35.1333,140.3,19.01,62,100,2.65,JP,1685140799
535,saint-philippe,-21.3585,55.7679,20.77,86,100,4.38,RE,1685140799
536,aden,12.7794,45.0367,30.02,72,6,5.89,YE,1685140799
537,trincomalee,8.5711,81.2335,27.72,81,1,7.5,LK,1685140800
538,xiaoweizhai,26.1903,107.5125,21.81,90,94,4.84,CN,1685140800
539,kabinda,-6.1333,24.4833,22.65,55,21,2.22,CD,1685140800
540,ojai,34.4481,-119.2429,20.38,71,27,4.43,US,1685140800
541,aasiaat,68.7098,-52.8699,0.71,95,100,12.84,GL,1685140800
542,rakitnoye,50.8389,35.8515,13.59,84,47,2.73,RU,1685140801
543,port blair,11.6667,92.75,27.02,89,20,1.03,IN,1685140801
544,necochea,-38.5473,-58.7368,11.99,67,24,5.31,AR,1685140678
545,san julian,21.0167,-102.1667,30.59,13,60,1.76,MX,1685140801
546,zuni pueblo,35.0725,-108.8506,25.35,10,3,12.97,US,1685140801
547,ciutadella,40.0011,3.8414,18.45,73,1,2.01,ES,1685140801
548,solleftea,63.1667,17.2667,3.89,74,11,3.69,SE,1685140801
549,contai,21.7786,87.7536,27.74,90,3,2.38,IN,1685140801
550,shiqian,27.5225,108.2281,24.0,92,97,1.95,CN,1685140802
551,pita,10.8333,-12.5833,24.07,91,99,0.33,GN,1685140802
552,the pas,53.8251,-101.2541,10.01,100,100,3.09,CA,1685140802
553,barmer,25.75,71.3833,26.11,83,5,9.08,IN,1685140802
554,yantzaza,-3.8278,-78.7594,21.73,96,32,0.2,EC,1685140803
555,east ballina,-28.8667,153.5833,16.0,69,94,7.0,AU,1685140803
556,kusa,55.3383,59.4406,14.21,65,39,1.44,RU,1685140803
557,anloga,5.7947,0.8973,28.41,80,100,6.34,GH,1685140804
558,khamis mushait,18.3064,42.7292,21.34,46,0,0.0,SA,1685140804
559,dudinka,69.4058,86.1778,3.68,86,93,7.08,RU,1685140804
560,xapuri,-10.6517,-68.5044,24.08,93,48,0.76,BR,1685140804
561,capayan,-28.761,-66.0502,23.78,76,78,1.75,AR,1685140805
562,turgen,43.4006,77.5933,13.07,44,19,3.64,KZ,1685140805
563,mirny,62.5353,113.9611,7.91,39,8,0.89,RU,1685140805
564,beyneu,45.3167,55.2,22.47,25,97,4.53,KZ,1685140805
565,pahrump,36.2083,-115.9839,29.72,14,2,3.58,US,1685140651
566,at taj,24.2049,23.2857,28.16,15,79,4.7,LY,1685140806
567,zakynthos,37.7914,20.8953,19.24,78,76,2.23,GR,1685140806
568,kuta,-8.7233,115.1723,25.97,78,20,3.6,ID,1685140806
569,sandpoint,48.2766,-116.5533,24.82,50,0,4.63,US,1685140806
570,pudasjarvi,65.3833,26.9167,2.13,79,29,2.21,FI,1685140806
571,nyala,12.05,24.8833,32.27,31,72,5.8,SD,1685140807
572,lorengau,-2.0226,147.2712,28.1,80,61,2.6,PG,1685140807
573,hasaki,35.7333,140.8333,20.22,63,98,3.04,JP,1685140807
574,saint-francois,46.4154,3.9054,15.69,82,0,0.0,FR,1685140807
575,portland,45.5234,-122.6762,30.93,38,20,5.66,US,1685140668
576,khandyga,62.6667,135.6,7.24,57,81,2.06,RU,1685140808
577,swakopmund,-22.6833,14.5333,12.77,85,29,0.45,NA,1685140808
578,kosh-agach,50.0,88.6667,2.62,56,62,0.99,RU,1685140808
579,lerwick,60.1545,-1.1494,10.0,94,99,9.27,GB,1685140808
580,maizuru,35.45,135.3333,20.75,74,100,2.08,JP,1685140808
581,zyrya,40.3661,50.2917,20.05,67,61,2.57,AZ,1685140809
582,tongliao,43.6125,122.2653,18.97,57,100,4.48,CN,1685140757
583,sisimiut,66.9395,-53.6735,1.29,77,100,16.48,GL,1685140809
584,webuye,0.6075,34.7697,16.16,90,75,2.08,KE,1685140809
585,salym,60.0625,71.4789,12.7,55,100,1.98,RU,1685140809
586,tosontsengel,48.7567,98.2839,2.76,67,75,4.04,MN,1685140810
587,cisternino,40.7445,17.4243,20.02,80,7,6.62,IT,1685140810
588,novo aripuana,-5.1206,-60.3797,26.38,82,91,0.72,BR,1685140810
589,stornoway,58.2093,-6.3865,11.98,90,75,2.57,GB,1685140810
